conference	award_year	paper_title	if_tot	if_best_paper
ECCV	2016	What Is the Range of Surface Reconstructions from a Gradient Field?	0	0
ECCV	2016	Riemannian Manifold Learning for Nonlinear Dimensionality Reduction	0	0
ECCV	2016	Comparison of Energy Minimization Algorithms for Highly Connected Graphs	0	0
ECCV	2016	Carved Visual Hulls for Image-Based Modeling	0	0
ECCV	2016	Object Detection by Contour Segment Networks	0	0
ECCV	2016	The 4-Source Photometric Stereo under General Unknown Lighting	0	0
ECCV	2016	PoseCut: Simultaneous Segmentation and 3D Pose Estimation of Humans Using Dynamic Graph-Cuts	0	0
ECCV	2016	Differential Geometric Consistency Extends Stereo to Curved Surfaces	0	0
ECCV	2016	Effective Appearance Model and Similarity Measure for Particle Filtering and Visual Tracking	0	0
ECCV	2016	Machine Learning for High-Speed Corner Detection	1	0
ECCV	2016	Unsupervised patch-based image regularization and representation	0	0
ECCV	2016	Retexturing Single Views Using Texture and Shading	0	0
ECCV	2016	Face Recognition from Video using the Generic Shape-Illumination Manifold	0	0
ECCV	2016	Robust Multi-View Face Detection Using Error Correcting Output Codes	0	0
ECCV	2016	The 4-Source Photometric Stereo under General Unknown Lighting	0	0
ECCV	2016	PoseCut: Simultaneous Segmentation and 3D Pose Estimation of Humans using Dynamic Graph-Cuts 	0	0
ECCV	2016	Measuring Uncertainty in Graph Cut Solutions - Efficiently Computing Min-marginal Energies using Dynamic Graph Cuts	0	0
ECCV	2016	Retexturing Single Views Using Texture and Shading	0	0
ECCV	2016	Unsupervised Patch-Based Image Regularization and Representation	0	0
ECCV	2016	Multi-way Clustering Using Super-Symmetric Non-negative Tensor Factorization	0	0
ECCV	2014	Face Recognition with Local Binary Patterns	1	0
ECCV	2014	A Framework for Pencil-of-Points Structure-from-Motion	0	0
ECCV	2014	A Constrained Semi-supervised Learning Approach to Data Association	0	0
ECCV	2014	Enhancing Particle Filters Using Local Likelihood Sampling	0	0
ECCV	2014	Model Selection for Range Segmentation of Curved Objects	0	0
ECCV	2014	Discriminant Analysis on Embedded Manifold	0	0
ECCV	2014	Visibility Analysis and Sensor Planning in Dynamic Environments	0	0
ECCV	2014	Learning Mixtures of Weighted Tree-Unions by Minimizing Description Length	0	0
ECCV	2014	Decision Theoretic Modeling of Human Facial Displays	0	0
ECCV	2014	An Accuracy Certified Augmented Reality System for Therapy Guidance	0	0
ECCV	2014	A Feature-Based Approach for Determining Dense Long Range Correspondences	0	0
ECCV	2014	High Accuracy Optical Flow Estimation Based on a Theory for Warping	1	0
ECCV	2014	A Visual Category Filter for Google Images	0	0
ECCV	2014	Hand Gesture Recognition within a Linguistics-Based Framework	0	0
ECCV	2014	Line Geometry for 3D Shape Understanding and Reconstruction	0	0
ECCV	2014	Many-to-Many Feature Matching Using Spherical Coding of Directed Graphs	0	0
ECCV	2014	A Linguistic Feature Vector for the Visual Interpretation of Sign Language	0	0
ECCV	2014	Interactive Image Segmentation Using an Adaptive GMMRF Model	0	0
ECCV	2014	Steering in Scale Space to Optimally Detect Image Structures	0	0
ECCV	2014	Structure and Motion Problems for Multiple Rigidly Moving Cameras	0	0
ECCV	2014	An Information-Based Measure for Grouping Quality	0	0
ECCV	2014	Partial Object Matching with Shapeme Histograms	0	0
ECCV	2012	What energy functions can be minimized via graph cuts?	1	0
ECCV	2012	Combining Appearance and Topology for Wide Baseline Matching	0	0
ECCV	2012	Guided Sampling and Consensus for Motion Estimation	0	0
ECCV	2012	Texture Similarity Measure Using Kullback-Leibler Divergence between Gamma Distributions	0	0
ECCV	2012	Composite Texture Descriptions	0	0
ECCV	2012	Shape from Texture without Boundaries	0	0
ECCV	2012	The Effect of Illuminant Rotation on Texture Filters: Lissajous’s Ellipses	0	0
ECCV	2012	An Affine Invariant Interest Point Detector	0	0
ECCV	2012	Multimodal Data Representations with Parameterized Local Structures	0	0
ECCV	2012	Resolution Selection Using Generalized Entropies of Multiresolution Histograms	0	0
ECCV	2012	A Hierarchical Framework for Spectral Correspondence	0	0
ECCV	2010	Stochastic Tracking of 3D Human Figures Using 2D Image Motion	1	0
ECCV	2010	Real-Time Tracking of Multiple Articulated Structures in Multiple Views	0	0
ECCV	2010	Bootstrap Initialization of Nonparametric Texture Models for Tracking	0	0
ECCV	2010	Pedestrian Detection from a Moving Vehicle	0	0
ECCV	2010	Bootstrap Initialization of Nonparametric Texture Models for Tracking	0	0
ECCV	2010	Coupled Geodesic Active Regions for Image Segmentation: A Level Set Approach	0	0
ECCV	2010	Model-Based Initialisation for Segmentation	0	0
ECCV	2010	Tracking Discontinuous Motion Using Bayesian Inference	0	0
ECCV	2010	The Construction of 3 Dimensional Models Using an Active Vision System	0	0
ECCV	2010	Coupled Geodesic Active Regions for Image Segmentation: A Level Set Approach	0	0
ECCV	2010	Layer Extraction with a Bayesian Model of Shapes	0	0
ECCV	2010	Unsupervised Learning of Models for Recognition	1	0
ECCV	2010	A Unifying Theory for Central Panoramic Systems and Practical Implications	0	0
ECCV	2010	Motion Segmentation by Tracking Edge Information over Multiple Frames	0	0
ECCV	2010	Statistical Significance as an Aid to System Performance Evaluation	0	0
ECCV	2010	On the Performance Characterisation of Image Segmentation Algorithms: A Case Study	0	0
ECCV	2010	Nautical Scene Segmentation Using Variable Size Image Windows and Feature Space Reclustering	0	0
ECCV	2010	A Physically-Based Statistical Deformable Model for Brain Image Analysis	0	0
ECCV	2010	Registration with a Moving Zoom Lens Camera for Augmented Reality Applications	0	0
ECCV	2010	Multi-view Constraints between Collineations: Application to Self-Calibration from Unknown Planar Structures	0	0
ECCV	2010	Model-Based Initialisation for Segmentation	0	0
ECCV	2010	A Probabilistic Background Model for Tracking	0	0
ECCV	2008	Contour Tracking by Stochastic Propagation of Conditional Density	1	0
ECCV	2008	Stereo Matching with Implicit Detection of Occlusions	0	0
ECCV	2008	Robust Registration of Dissimilar Single and Multimodal Images	0	0
ECCV	2008	Robust registration of dissimilar single and multimodal images	0	0
ECCV	2008	Spatiotemporally adaptive estimation and segmentation of OF-fields	0	0
ECCV	2008	Multichannel shape from shading techniques for moving specular surfaces	0	0
ECCV	2008	Creaseness from level set extrinsic curvature	0	0
ECCV	2008	Flexible Syntactic Matching of Curves	0	0
ECCV	2008	Creaseness from Level Set Extrinsic Curvature	0	0
ECCV	2008	Surface Reconstruction with Multiresolution Discontinuity Analysis	0	0
ECCV	2008	Reconstruction of Smooth Surfaces with Arbitrary Topology Adaptive Splines	0	0
ECCV	2008	Camera Self-Calibration: Theory and Experiments	1	0
ECCV	2008	Changes in surface convexity and topology caused by distortions of stereoscopic visual space	0	0
ECCV	2008	Reconstruction of smooth surfaces with arbitrary topology adaptive splines	0	0
ECCV	2008	Optical flow using overlapped basis functions for solving global motion problems	0	0
ECCV	2008	Discrete wavelet analysis: A new framework for fast optic flow computation	0	0
ECCV	2008	Shape representations from shading primitives	0	0
ECCV	2008	A comparison of measures for detecting natural shapes in cluttered backgrounds	0	0
ECCV	2008	Estimating coloured 3D face models from single images: An example based approach	0	0
ECCV	2008	Optical Flow Using Overlapped Basis Functions for Solving Global Motion Problems	0	0
ECCV	2008	The Role of Total Least Squares in Motion Analysis	0	0
ECCV	2008	Discrete Wavelet Analysis: A New Framework for Fast Optic Flow Computation	0	0
CVPR	2023	Online Object Tracking: A Benchmark	1	0
CVPR	2023	Saliency Detection via Graph-Based Manifold Ranking	0	0
CVPR	2023	Discriminative Subspace Clustering	0	0
CVPR	2023	Fast Energy Minimization Using Learned State Filters	0	0
CVPR	2023	GeoF: Geodesic Forests for Learning Coupled Predictors	0	0
CVPR	2023	Fast Trust Region for Segmentation	0	0
CVPR	2023	Robust Real-Time Tracking of Multiple Objects by Volumetric Mass Densities	0	0
CVPR	2022	Are we ready for autonomous driving? The KITTI vision benchmark suite	1	0
CVPR	2022	Robust Non-negative Graph Embedding: Towards noisy data, unreliable graphs, and noisy labels	0	0
CVPR	2022	Convex reduction of high-dimensional kernels for visual classification	0	0
CVPR	2022	Salient object detection for searched web images via global saliency	0	0
CVPR	2022	Fixed-rank representation for unsupervised visual learning	0	0
CVPR	2022	Real-time scene text localization and recognition	0	0
CVPR	2022	Online robust image alignment via iterative convex optimization	0	0
CVPR	2021	Real-time human pose recognition in parts from single depth images	1	0
CVPR	2021	Visual saliency detection by spatially weighted dissimilarity.	0	0
CVPR	2021	Correspondence driven adaptation for human profile recognition.	0	0
CVPR	2021	Bypassing synthesis: PLS for face recognition with pose, low-resolution and sketch.	0	0
CVPR	2021	Online domain adaptation of a pre-trained cascade of classifiers.	0	0
CVPR	2021	Interreflection removal for photometric stereo by using spectrum-dependent albedo.	0	0
CVPR	2021	Combining attributes and Fisher vectors for efficient image retrieval.	0	0
CVPR	2021	Face image retrieval by shape manipulation.	0	0
CVPR	2021	Online domain adaptation of a pre-trained cascade of classifiers	0	0
CVPR	2021	Learning effective human pose estimation from inaccurate annotation	0	0
CVPR	2021	Parameter learning with truncated message-passing	0	0
CVPR	2021	Coupled information-theoretic encoding for face photo-sketch recognition	0	0
CVPR	2021	Recovery of corrupted low-rank matrices via half-quadratic based nonconvex minimization	0	0
CVPR	2021	Baby talk: Understanding and generating simple image descriptions	1	0
CVPR	2021	3D motion reconstruction for real-world camera motion.	0	0
CVPR	2021	Importance filtering for image retargeting. 	0	0
CVPR	2021	Sparse approximated nearest points for image set classification.	0	0
CVPR	2021	Separating reflective and fluorescent components of an image.	0	0
CVPR	2021	Enhancing by saliency-guided decolorization.	0	0
CVPR	2021	High resolution multispectral video capture with a hybrid camera system.	0	0
CVPR	2021	Motion denoising with application to time-lapse photography.	0	0
CVPR	2021	Three-dimensional kaleidoscopic imaging.	0	0
CVPR	2021	Style transfer matrix learning for writer adaptation.	0	0
CVPR	2021	Contextualizing Object Detection and Classification	0	0
CVPR	2021	A fully automated greedy square jigsaw puzzle solver	0	0
CVPR	2021	Glare encoding of high dynamic range images	0	0
CVPR	2020	Secrets of optical flow estimation and their principles	1	0
CVPR	2020	Finding dots: Segmentation as popping out regions from boundaries	0	0
CVPR	2020	Estimating optical properties of layered surfaces using the spider model	0	0
CVPR	2020	Direct image alignment of projector-camera systems with planar surfaces	0	0
CVPR	2020	Global optimization for estimating a BRDF with multiple specular lobes	0	0
CVPR	2020	An approach to vectorial total variation based on geometric measure theory	0	0
CVPR	2020	Estimation of image bias field with sparsity constraints	0	0
CVPR	2019	ImageNet: A large-scale hierarchical image database	1	0
CVPR	2019	Hardware-Efficient Belief Propagation	0	0
CVPR	2019	Blind motion deblurring from a single image using sparse approximation	0	0
CVPR	2019	Support Vector Machines in face recognition with occlusions	0	0
CVPR	2019	Volterrafaces: Discriminant analysis using Volterra kernels	0	0
CVPR	2019	Automated feature extraction for early detection of diabetic retinopathy in fundus images	0	0
CVPR	2019	Markerless Motion Capture with unsynchronized moving cameras	0	0
CVPR	2018	A discriminatively trained, multiscale, deformable part model	1	0
CVPR	2018	Human-assisted motion annotation	0	0
CVPR	2018	Using contours to detect and localize junctions in natural images	0	0
CVPR	2018	Face alignment via boosted ranking model	0	0
CVPR	2018	Variable baseline/resolution stereo	0	0
CVPR	2018	Fast image search for learned metrics	0	0
CVPR	2018	Simple calibration of non-overlapping cameras with a mirror	0	0
CVPR	2017	120661309	1	0
CVPR	2017	Online Learning Asymmetric Boosted Classifiers for Object Detection	0	0
CVPR	2017	Inferring Temporal Order of Images From 3D Structure	0	0
CVPR	2017	What makes a good model of natural images?	0	0
CVPR	2017	3D Occlusion Inference from Silhouette Cues	0	0
CVPR	2017	Human Detection via Classification on Riemannian Manifolds	0	0
CVPR	2017	Approximate Nearest Subspace Search with Applications to Pattern Recognition	0	0
CVPR	2017	Object retrieval with large vocabularies and fast spatial matching	1	0
CVPR	2017	Color Constancy using Natural Image Statistics	0	0
CVPR	2017	Polarization and Phase-Shifting for 3D Scanning of Translucent Objects	0	0
CVPR	2017	Offline Signature Verification Using Online Handwriting Registration	0	0
CVPR	2017	Detailed Human Shape and Pose from Images	0	0
CVPR	2017	Microphone Arrays as Generalized Cameras for Integrated Audio Visual Processing	0	0
CVPR	2017	Learning Gaussian Conditional Random Fields for Low-Level Vision	0	0
CVPR	2016	Beyond Bags of Features: Spatial Pyramid Matching for Recognizing Natural Scene Categories	1	0
CVPR	2016	A New Formulation for Shape from Shading for Non-Lambertian Surfaces.	0	0
CVPR	2016	Spatial Reflectance Recovery under Complex Illumination from Sparse Images.	0	0
CVPR	2016	Separation of Highlight Reflections on Textured Surfaces.	0	0
CVPR	2016	Specular Flow and the Recovery of Surface Structure.	0	0
CVPR	2016	A Framework for Feature Selection for Background Subtraction.	0	0
CVPR	2016	Learning Non-Metric Partial Similarity Based on Maximal Margin Criterion	0	0
CVPR	2016	Bayesian Estimation of Smooth Parameter Maps for Dynamic Contrast-Enhanced MR Images with Block-ICM	0	0
CVPR	2016	Integrating Spatial and Discriminant Strength for Feature Selection and Linear Dimensionality Reduction	0	0
CVPR	2016	A Comprehensive Empirical Study on Linear Subspace Methods for Facial Expression Analysis	0	0
CVPR	2016	Transitivity-based Removal of Correspondence Outliers for Motion Analysis	0	0
CVPR	2016	Scalable Recognition with a Vocabulary Tree	1	0
CVPR	2016	AnnoSearch: Image Auto-Annotation by Search.	0	0
CVPR	2016	A Detection Technique for Degraded Face Images.	0	0
CVPR	2016	Learning Temporal Sequence Model from Partially Labeled Data	0	0
CVPR	2016	Activity Analysis in Microtubule Videos by Mixture of Hidden Markov Models	0	0
CVPR	2016	Dimensionality Reduction by Learning an Invariant Mapping	0	0
CVPR	2016	An Integrated Segmentation and Classification Approach Applied to Multiple Sclerosis Analysis	0	0
CVPR	2016	Robust Statistical Estimation and Segmentation of Multiple Subspaces	0	0
CVPR	2016	Multi-view Appearance-based 3D Hand Pose Estimation	0	0
CVPR	2016	Interactive Feature Tracking using K-D Trees and Dynamic Programming	0	0
CVPR	2015	Histograms of oriented gradients for human detection	1	0
CVPR	2015	Concurrent Subspaces Analysis.	0	0
CVPR	2015	The Distinctiveness, Detectability, and Robustness of Local Image Features. 	0	0
CVPR	2015	Damped Newton Algorithms for Matrix Factorization with Missing Data.	0	0
CVPR	2015	Optimal Sub-Shape Models by Minimum Description Length.	0	0
CVPR	2015	Symmetric Stereo Matching for Occlusion Handling.	0	0
CVPR	2015	A Computer Vision System on a Chip: a case study from the automotive domain	0	0
CVPR	2015	WaldBoost - learning for time constrained sequential detection	0	0
CVPR	2015	Two-view geometry estimation unaffected by a dominant plane	0	0
CVPR	2015	Formulating semantic image annotation as a supervised learning problem	0	0
CVPR	2015	Integrated learning of saliency, complex features, and object detectors from cluttered scenes	0	0
CVPR	2015	A non-local algorithm for image denoising	1	0
CVPR	2015	Visual Tracking in the Presence of Motion Blur.	0	0
CVPR	2015	Higher-Order Image Statistics for Unsupervised, Information-Theoretic, Adaptive, Image Filtering.	0	0
CVPR	2015	Determining the Radiometric Response Function from a Single Grayscale Image.	0	0
CVPR	2015	Combining Object and Feature Dynamics in Probabilistic Tracking.	0	0
CVPR	2015	Localization in urban environments: monocular vision compared to a differential GPS sensor	0	0
CVPR	2015	Multiscale segmentation by combining motion and intensity cues	0	0
CVPR	2015	Hybrid models for human motion recognition	0	0
CVPR	2015	Beyond pairwise clustering	0	0
CVPR	2014	A performance evaluation of local descriptors	1	0
CVPR	2014	View independent human body pose estimation from a single perspective image	0	0
CVPR	2014	Cyclic articulated human motion tracking by sequential ancestral simulation	0	0
CVPR	2014	Extraction and integration of window in a 3D building model from ground view images	0	0
CVPR	2014	A flexible projector-camera system for multi-planar displays	0	0
CVPR	2014	Bridging the gaps between cameras	0	0
CVPR	2014	Hidden semantic concept discovery in region based image retrieval	0	0
CVPR	2014	A Hierarchical Framework For High Resolution Facial Expression Tracking	0	0
CVPR	2014	MetaMorphs: Deformable shape and texture models	0	0
CVPR	2014	Bayesian video matting using learnt image priors	0	0
CVPR	2014	Multiobjective data clustering	0	0
CVPR	2013	Object class recognition by unsupervised scale-invariant learning	1	0
CVPR	2013	Clustering Appearances of Objects Under Varying Illumination Conditions. 	0	0
CVPR	2013	Kinematic Jump Processes For Monocular 3D Human Tracking.	0	0
CVPR	2013	Man-Made Structure Detection in Natural Images using a Causal Multiscale Random Field. 	0	0
CVPR	2013	A Bayesian Approach to Image-Based Visual Hull Reconstruction. 	0	0
CVPR	2013	Simultaneous Estimation of Left Ventricular Motion and Material Properties with Maximum a Posteriori Strategy.	0	0
CVPR	2013	Low-Overlap Range Image Registration for Archaeological Applications	0	0
CVPR	2013	Computing layered surface representations: an algorithm for detecting and separating transparent overlays	0	0
CVPR	2013	Feature selection by maximum marginal diversity: optimality and implications for visual recognition	0	0
CVPR	2013	Degeneracies, dependencies and their implications in multi-body and multi-sequence factorizations	0	0
CVPR	2013	Joint manifold distance: a new approach to appearance based clustering	0	0
CVPR	2011	Rapid object detection using a boosted cascade of simple features	1	0
CVPR	2011	Bayesian Learning of Sparse Classifiers. 	0	0
CVPR	2011	Image Indexing with Mixture Hierarchies.	0	0
CVPR	2011	Efficient Evaluation of Classification and Recognition Systems.	0	0
CVPR	2011	Undoing Paper Curl Distortion Using Applicable Surfaces.	0	0
CVPR	2011	A New 3-D Pattern Recognition Technique With Application to Computer Aided Colonoscopy.	0	0
CVPR	2011	Linear image coding for regression and classification using the tensor-rank principle	0	0
CVPR	2011	Time-varying shape tensors for scenes with multiply moving points	0	0
CVPR	2011	A probabilistic framework for graph clustering	0	0
CVPR	2011	Critical configurations for n-view projective reconstruction	0	0
CVPR	2011	Face verification using error correcting output codes	0	0
CVPR	2010	Efficient matching of pictorial structures	1	0
CVPR	2010	Provably Fast Algorithms for Contour Tracking	0	0
CVPR	2010	Scene Constraints-Aided Tracking of Human Body	0	0
CVPR	2010	Cameras for Stereo Panoramic Imaging	0	0
CVPR	2010	Discriminant-EM Algorithm with Application to Image Retrieval	0	0
CVPR	2010	Optimizing Learning in Image Retrieval	0	0
CVPR	2010	A probabilistic architecture for content-based image retrieval	0	0
CVPR	2010	Inferring body pose without tracking body parts	0	0
CVPR	2010	Fast face detection using subspace discriminant wavelet features	0	0
CVPR	2010	Color tracking by transductive learning	0	0
CVPR	2010	Adaptive Bayesian recognition in tracking rigid objects	0	0
CVPR	2010	Real-time tracking of non-rigid objects using mean shift	1	0
CVPR	2010	Alpha Estimation in Natural Images	0	0
CVPR	2010	Blind Recovery of Transparent and Semireflected Scenes	0	0
CVPR	2010	Are Multifractal Multipermuted Multinomial Measures Good Enough for Unsupervised Image Segmentation?	0	0
CVPR	2010	Learning Patterns from Images by Combining Soft Decisions and Hard Decisions	0	0
CVPR	2010	Mixture Models and the Segmentation of Multimodal Textures	0	0
CVPR	2010	A region extraction method using multiple active contour models	0	0
CVPR	2010	Multi-modality model-based registration in the cardiac domain	0	0
CVPR	2010	Robust and efficient skeletal graphs	0	0
CVPR	2010	A novel approach to depth ordering in monocular image sequences	0	0
CVPR	2010	Provably fast algorithms for contour tracking	0	0
CVPR	2009	Statistics of natural images and models	1	0
CVPR	2009	Q-warping: direct computation of quadratic reference surfaces	0	0
CVPR	2009	Progressive probabilistic Hough transform for line detection	0	0
CVPR	2009	Critical motions in euclidean structure from motion	0	0
CVPR	2009	Optimal rigid motion estimation and performance evaluation with bootstrap	0	0
CVPR	2009	3D trajectory recovery for tracking multiple objects and trajectory guided recognition of actions	0	0
CVPR	2008	Probabilistic modeling of local appearance and spatial relationships for object recognition	1	0
CVPR	2008	Moment Invariants and Quantization Effects.	0	0
CVPR	2008	Empirical Performance Analysis of Linear Discriminant Classifiers.	0	0
CVPR	2008	Salient and Multiple Illusory Surfaces.	0	0
CVPR	2008	Variable-Scale Smoothing and Edge Detection Guided by Stereoscopy.	0	0
CVPR	2008	Stochastic Computation of Medial Axis in Markov Random Fields.	0	0
CVPR	2008	A Bayesian framework for semantic content characterization	0	0
CVPR	2008	A spatiotemporal motion model for video summarization	0	0
CVPR	2008	Image segmentation using local variation	0	0
CVPR	2008	Correspondence between different view breast X-rays using a simulation of breast deformation	0	0
CVPR	2008	Orientation space filtering for multiple orientation line segmentation	0	0
CVPR	2008	Tracking people with twists and exponential maps	1	0
CVPR	2008	Incremental Tracking of Human Actions from Multiple Views	0	0
CVPR	2008	Using Adaptive Tracking to Classify and Monitor Activities in a Site.	0	0
CVPR	2008	Rotation Invariant Neural Network-Based Face Detection	0	0
CVPR	2008	Illumination Cones for Recognition under Variable Lighting: Faces.	0	0
CVPR	2008	Stochastic Computation of Medial Axis in Markov Random Fields.	0	0
CVPR	2008	A New Complex Basis for Implicit Polynomial Curves and its Simple Exploitation for Pose Estimation and Invariant Recognition.	0	0
CVPR	2008	Fuzzy Relational Distance for Large-Scale Object Recognition. 	0	0
CVPR	2008	Hierarchical organization of appearance-based parts and relations for object recognition	0	0
CVPR	2008	Camera calibration and Euclidean reconstruction from known observer translations	0	0
CVPR	2008	Motion feature detection using steerable flow fields	0	0
CVPR	2007	Normalized cuts and image segmentation	1	0
CVPR	2007	Model-based brightness constraints: on direct estimation of structure and motion	0	0
CVPR	2007	Reconstruction of 3D-curves from 2D-images using affine shape methods for curves	0	0
CVPR	2007	Fast 3D stabilization and mosaic construction	0	0
CVPR	2007	Self-maintaining camera calibration over time	0	0
CVPR	2007	Using geometric corners to build a 2D mosaic from a set of images	0	0
CVPR	2007	Training support vector machines: an application to face detection	1	0
CVPR	2007	Color-Based Tracking of Heads and Other Mobile Objects at Video Frame Rates	0	0
CVPR	2007	An image-based visual-motion-cue for autonomous navigation	0	0
CVPR	2007	An Assessment of Information Criteria for Motion Model Selection	0	0
CVPR	2007	Pictorial Recognition Using Affine-Invariant Spectral Signatures	0	0
CVPR	2007	Uncalibrated 1D projective camera and 3D affine reconstruction of lines	0	0
CVPR	2007	Determining a Polyhedral Shape Using Interreflections	0	0
CVPR	2007	Deterioration detection for digital film restoration	0	0
CVPR	2007	Characterization of errors in compositing panoramic images	0	0
CVPR	2007	LAFTER: Lips and Face Real-Time Tracker	0	0
CVPR	2007	FOCUS: Searching for multi-colored objects in a diverse image database	0	0
CVPR	2007	MDL estimation for small sample sizes and its application to segmenting binary strings	0	0
CVPR	2006	Neural network-based face detection	1	0
CVPR	2006	Epipolar Geometry and Linear Subspace Methods: A New Approach to Weak Calibration	0	0
CVPR	2006	A factorization method for affine structure from line correspondences	0	0
CVPR	2006	Optimal servoing for active foveated vision	0	0
CVPR	2006	Minimal operator set for passive depth from defocus	0	0
CVPR	2006	Eigenfeatures for planar pose measurement of partially occluded objects	0	0
CVPR	2006	Combining greyvalue invariants with local constraints for object recognition	1	0
CVPR	2006	3-D Scene Data Recovery Using Omnidirectional Multibaseline Stereo	0	0
CVPR	2006	Competitive mixture of deformable models for pattern classification	0	0
CVPR	2006	Structure and motion of curved 3D objects from monocular silhouettes	0	0
NeurIPS	2021	A Universal Law of Robustness via Isoperimetry	0	1
NeurIPS	2021	On the Expressivity of Markov Reward	0	1
NeurIPS	2021	Deep Reinforcement Learning at the Edge of the Statistical Precipice	0	1
NeurIPS	2021	MAUVE: Measuring the Gap Between Neural Text and Human Text using Divergence Frontiers	0	1
NeurIPS	2021	Continuized Accelerations of Deterministic and Stochastic Gradient Descents, and of Gossip Algorithms	0	1
NeurIPS	2021	3D Pose Transfer with Correspondence Learning and Mesh Refinement	0	0
NeurIPS	2021	A 3D Generative Model for Structure-Based Drug Design	0	0
NeurIPS	2021	Accommodating Picky Customers: Regret Bound and Exploration Complexity for Multi-Objective Reinforcement Learning	0	0
NeurIPS	2021	AC-GC: Lossy Activation Compression with Guaranteed Convergence	0	0
NeurIPS	2021	A Compositional Atlas of Tractable Circuit Operations for Probabilistic Inference	0	0
NeurIPS	2020	Accelerating Training of Transformer-Based Language Models with Progressive Layer Dropping	0	0
NeurIPS	2020	A Closer Look at the Training Strategy for Modern Meta-Learning	0	0
NeurIPS	2020	Active Structure Learning of Causal DAGs via Directed Clique Tree	0	0
NeurIPS	2020	Adapting Neural Architectures Between Domains	0	0
NeurIPS	2020	Language Models are Few-Shot Learners	0	1
NeurIPS	2020	Improved guarantees and a multiple-descent curve for Column Subset Selection and the Nystrom method	0	1
NeurIPS	2020	No-Regret Learning Dynamics for Extensive-Form Correlated Equilibrium	0	1
NeurIPS	2019	Distribution-Independent PAC Learning of Halfspaces with Massart Noise	0	1
NeurIPS	2019	Uniform convergence may be unable to explain generalization in deep learning	0	1
NeurIPS	2019	Nonparametric Density Estimation & Convergence Rates for GANs under Besov IPM Losses	0	1
NeurIPS	2019	Scene Representation Networks: Continuous 3D-Structure-Aware Neural Scene Representations	0	1
NeurIPS	2019	A Bayesian Theory of Conformity in Collective Decision Making	0	0
NeurIPS	2019	Abstract Reasoning with Distracting Features	0	0
NeurIPS	2019	Accelerating Rescaled Gradient Descent: Fast Optimization of Smooth Functions	0	0
NeurIPS	2019	Accurate, reliable and fast robustness evaluation	0	0
NeurIPS	2019	A Composable Specification Language for Reinforcement Learning Tasks	0	0
NeurIPS	2018	Non-delusional Q-learning and Value-iteration	0	1
NeurIPS	2018	Optimal Algorithms for Non-Smooth Distributed Optimization in Networks	0	1
NeurIPS	2018	Nearly Tight Sample Complexity Bounds for Learning Mixtures of Gaussians via Sample Compression Schemes	0	1
NeurIPS	2018	Neural Ordinary Differential Equations	0	1
NeurIPS	2018	Batch-Instance Normalization for Adaptively Style-Invariant Neural Networks	0	0
NeurIPS	2018	KDGAN: Knowledge Distillation with Generative Adversarial Networks	0	0
NeurIPS	2018	Contextual bandits with surrogate losses: Margin bounds and efficient algorithms	0	0
NeurIPS	2018	Adaptive Sampling Towards Fast Graph Representation Learning	0	0
NeurIPS	2018	Learning SMaLL Predictors	0	0
NeurIPS	2018	ResNet with one-neuron hidden layers is a Universal Approximator	0	0
NeurIPS	2018	Data center cooling using model-predictive control	0	0
NeurIPS	2017	Safe and Nested Subgame Solving for Imperfect-Information Games.	0	1
NeurIPS	2017	Variance-based Regularization with Convex Objectives.	0	1
NeurIPS	2017	A Linear-Time Kernel Goodness-of-Fit Test.	0	1
NeurIPS	2017	Real Time Image Saliency for Black Box Classifiers	0	0
NeurIPS	2017	Inverse Filtering for Hidden Markov Models	0	0
NeurIPS	2017	Langevin Dynamics with Continuous Tempering for Training Deep Neural Networks	0	0
NeurIPS	2017	Scalable Levy Process Priors for Spectral Kernel Learning	0	0
NeurIPS	2017	Query Complexity of Clustering with Side Information	0	0
NeurIPS	2017	High-Order Attention Models for Visual Question Answering	0	0
NeurIPS	2017	PASS-GLM: polynomial approximate sufficient statistics for scalable Bayesian GLM inference	0	0
NeurIPS	2016	Visual Dynamics: Probabilistic Future Frame Synthesis via Cross Convolutional Networks	0	0
NeurIPS	2016	Stochastic Gradient Richardson-Romberg Markov Chain Monte Carlo	0	0
NeurIPS	2016	Budgeted stream-based active learning via adaptive submodular maximization	0	0
NeurIPS	2016	A Non-convex One-Pass Framework for Generalized Factorization Machine and Rank-One Matrix Sensing	0	0
NeurIPS	2016	Measuring the reliability of MCMC inference with bidirectional Monte Carlo	0	0
NeurIPS	2016	Image Restoration Using Very Deep Convolutional Encoder-Decoder Networks with Symmetric Skip Connections	0	0
NeurIPS	2016	Fast and accurate spike sorting of high-channel count probes with KiloSort	0	0
NeurIPS	2015	Competitive Distribution Estimation: Why is Good-Turing Good	0	1
NeurIPS	2015	Fast Convergence of Regularized Learning in Games	0	1
NeurIPS	2015	Double or Nothing: Multiplicative Incentive Mechanisms for Crowdsourcing	0	0
NeurIPS	2015	Covariance-Controlled Adaptive Langevin Thermostat for Large-Scale Bayesian Sampling	0	0
NeurIPS	2015	Planar Ultrametrics for Image Segmentation	0	0
NeurIPS	2015	Parallel Correlation Clustering on Big Graphs	0	0
NeurIPS	2015	A Convergent Gradient Descent Algorithm for Rank Minimization and Semidefinite Programming from Random Linear Measurements	0	0
